case,comment,likes_raw,likes,date_iso,hash_id,comment_norm,comment_length,emojis_list,hashtags_list,days_old,language,is_brazilian,comment_anon,theme_C1,theme_C2,theme_C3,theme_C4,theme_C5,theme_NA,theme_conf,character,char_conf,tone,tone_conf,needs_human_review,coder_agreement,reviewer_used,kappa_reviewer_a,kappa_reviewer_b,rule_id,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,classification_source,human_reviewed
CR7,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,0,0,2023-05-06 06:40:28+00:00,CR7_1948,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,227,[],[],128,,False,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.88,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
CR7,Rei,0,0,2023-01-05 01:25:52+00:00,CR7_0943,rei,3,[],[],7,,False,Rei,True,False,False,False,False,False,0.92,Afetivo,0.97,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
CR7,Grande 👏,0,0,2023-01-02 22:24:14+00:00,CR7_0388,grande 👏,8,['👏'],[],4,,False,Grande 👏,True,False,False,False,False,False,0.85,Afetivo,0.92,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
CR7,ВЕЛИКОЕ ФОТО,6 Me gusta,6,2023-10-31 12:10:33+00:00,CR7_2051,великое фото,12,[],[],306,mk,False,ВЕЛИКОЕ ФОТО,True,False,False,False,False,False,0.8,Afetivo,0.8,Positivo,0.8,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
CR7,👏👏👏👏👏👏🔥🔥🔥😮😮,0,0,2023-01-09 18:31:04+00:00,CR7_1284,👏👏👏👏👏👏🔥🔥🔥😮😮,11,"['🔥', '👏', '😮']",[],11,,False,👏👏👏👏👏👏🔥🔥🔥😮😮,True,False,False,False,False,False,0.92,Afetivo,0.95,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
CR7,❤️,0,0,2023-01-02 19:38:03+00:00,CR7_0319,❤️,2,['❤️'],[],4,,False,❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,rule,False
CR7,I love Ronaldo cr 7,15 Me gusta,15,2023-01-03 21:30:29+00:00,CR7_0728,i love ronaldo cr 7,19,[],[],5,it,False,I love Ronaldo cr 7,False,False,False,True,False,False,0.92,Afetivo,0.92,Positivo,0.92,False,True,False,,,,False,False,False,True,False,False,False,False,False,True,False,False,llm_agreed,False
CR7,Ídolo ❤️,0,0,2023-01-03 18:10:27+00:00,CR7_0663,ídolo ❤️,8,['❤️'],[],5,,False,Ídolo ❤️,True,False,False,False,False,False,0.92,Afetivo,0.95,Positivo,0.95,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,Já ganhou tam tam tam 🏆,2 Me gusta,2,2025-01-25 17:51:22+00:00,FERNANDA_TORRES_0097,já ganhou tam tam tam 🏆,23,['🏆'],[],68,pt,True,Já ganhou tam tam tam 🏆,True,False,False,False,False,False,0.92,Afetivo,0.95,Positivo,0.95,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,The champion 🇧🇷🏆❤️,1 Me gusta,1,2025-02-05 18:17:25+00:00,FERNANDA_TORRES_2413,the champion 🇧🇷🏆❤️,18,"['🇧🇷', '🏆', '❤️']",[],79,en,True,The champion 🇧🇷🏆❤️,True,False,False,False,True,False,0.93,Afetivo,0.95,Positivo,0.95,False,False,True,1.0,0.5454545454545454,,True,False,False,False,True,False,True,False,False,False,False,False,llm_reviewer,False
Fernanda_Torres,🇧🇷🇧🇷🇧🇷,1 Me gusta,1,2025-02-15 06:05:43+00:00,FERNANDA_TORRES_3238,🇧🇷🇧🇷🇧🇷,6,['🇧🇷'],[],89,,True,🇧🇷🇧🇷🇧🇷,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_only_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,🇧🇷😍👏,1 Me gusta,1,2025-01-28 18:16:23+00:00,FERNANDA_TORRES_0866,🇧🇷😍👏,4,"['🇧🇷', '👏', '😍']",[],71,,True,🇧🇷😍👏,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,"congaratulations Fer,",0,0,2025-03-02 23:25:01+00:00,FERNANDA_TORRES_4005,"congaratulations fer,",21,[],[],104,en,False,"congaratulations Fer,",True,False,False,False,False,False,0.92,Afetivo,0.92,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,Ainda estamos engajando! 🇧🇷🇧🇷🇧🇷,5 Me gusta,5,2025-10-04 11:18:37+00:00,FERNANDA_TORRES_5396,ainda estamos engajando! 🇧🇷🇧🇷🇧🇷,31,['🇧🇷'],[],320,es,True,Ainda estamos engajando! 🇧🇷🇧🇷🇧🇷,True,False,False,False,False,False,0.92,Afetivo,0.92,Positivo,0.92,False,False,True,1.0,0.5454545454545454,,True,False,False,False,False,False,True,False,False,False,True,False,llm_reviewer,False
Fernanda_Torres,"""Já Ganhou! TAN TAN TAN Já ganhou! TAN TAN TAN",2 Me gusta,2,2025-02-03 09:33:11+00:00,FERNANDA_TORRES_2182,"""já ganhou! tan tan tan já ganhou! tan tan tan",46,[],[],77,id,False,"""Já Ganhou! TAN TAN TAN Já ganhou! TAN TAN TAN",True,False,False,False,False,False,0.92,Afetivo,0.9,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,❤️❤️❤️❤️❤️❤️❤️❤️,1 Me gusta,1,2025-02-14 20:19:01+00:00,FERNANDA_TORRES_2955,❤️❤️❤️❤️❤️❤️❤️❤️,16,['❤️'],[],88,,False,❤️❤️❤️❤️❤️❤️❤️❤️,True,False,False,False,False,False,0.86,Afetivo,0.9,Positivo,0.88,False,True,False,,,affect_heart_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,❤️👏🏆🇧🇷,1 Me gusta,1,2025-02-14 23:19:28+00:00,FERNANDA_TORRES_3033,❤️👏🏆🇧🇷,6,"['🏆', '🇧🇷', '👏', '❤️']",[],88,,True,❤️👏🏆🇧🇷,True,False,False,False,False,False,0.88,Afetivo,0.9,Positivo,0.88,False,True,False,,,flag_trophy_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,😍😍😍😍,1 Me gusta,1,2025-02-14 22:29:18+00:00,FERNANDA_TORRES_3017,😍😍😍😍,4,['😍'],[],88,,False,😍😍😍😍,True,False,False,False,False,False,0.86,Afetivo,0.9,Positivo,0.88,False,True,False,,,affect_combo_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,🏆🏆🏆🏆🇧🇷🇧🇷,1 Me gusta,1,2025-01-27 13:29:39+00:00,FERNANDA_TORRES_0539,🏆🏆🏆🏆🇧🇷🇧🇷,8,"['🇧🇷', '🏆']",[],70,,True,🏆🏆🏆🏆🇧🇷🇧🇷,True,False,False,False,False,False,0.88,Afetivo,0.9,Positivo,0.88,False,True,False,,,flag_trophy_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,💙💙,2 Me gusta,2,2025-02-01 03:19:45+00:00,FERNANDA_TORRES_1769,💙💙,2,['💙'],[],75,,False,💙💙,True,False,False,False,False,False,0.86,Afetivo,0.9,Positivo,0.88,False,True,False,,,affect_combo_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,👏👏👏👏🏆🇧🇷😍,1 Me gusta,1,2025-02-15 01:37:20+00:00,FERNANDA_TORRES_3154,👏👏👏👏🏆🇧🇷😍,8,"['🏆', '🇧🇷', '👏', '😍']",[],89,,True,👏👏👏👏🏆🇧🇷😍,True,False,False,False,False,False,0.88,Afetivo,0.9,Positivo,0.88,False,True,False,,,flag_trophy_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,Merecedora demais! ❤️,4 Me gusta,4,2025-01-31 12:57:41+00:00,FERNANDA_TORRES_1478,merecedora demais! ❤️,21,['❤️'],[],74,pt,True,Merecedora demais! ❤️,True,False,False,False,False,False,0.92,Afetivo,0.92,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,❤️❤️❤️❤️❤️❤️,1 Me gusta,1,2025-02-15 01:56:59+00:00,FERNANDA_TORRES_3166,❤️❤️❤️❤️❤️❤️,12,['❤️'],[],89,,False,❤️❤️❤️❤️❤️❤️,True,False,False,False,False,False,0.86,Afetivo,0.9,Positivo,0.88,False,True,False,,,affect_heart_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🏆,2 Me gusta,2,2025-02-06 21:25:51+00:00,FERNANDA_TORRES_2511,❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🏆,17,"['🇧🇷', '🏆', '❤️']",[],80,,True,❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🏆,True,False,False,False,False,False,0.88,Afetivo,0.9,Positivo,0.88,False,True,False,,,flag_trophy_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,👏🇧🇷,1 Me gusta,1,2025-02-15 02:34:09+00:00,FERNANDA_TORRES_3183,👏🇧🇷,3,"['🇧🇷', '👏']",[],89,,True,👏🇧🇷,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,!,4 Me gusta,4,2025-11-30 05:36:04+00:00,FERNANDA_TORRES_6508,!,1,[],[],377,,False,!,True,False,False,False,False,False,0.85,Afetivo,0.8,Positivo,0.8,False,True,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,llm_agreed,False
Fernanda_Torres,🇧🇷🇧🇷🇧🇷❤️❤️❤️,3 Me gusta,3,2025-10-04 20:45:24+00:00,FERNANDA_TORRES_5736,🇧🇷🇧🇷🇧🇷❤️❤️❤️,12,"['🇧🇷', '❤️']",[],320,,True,🇧🇷🇧🇷🇧🇷❤️❤️❤️,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_fernanda,,,,,,,,,,,,,rule,False
Fernanda_Torres,🇧🇷🇧🇷🇧🇷,0,0,2025-03-02 22:43:19+00:00,FERNANDA_TORRES_3945,🇧🇷🇧🇷🇧🇷,6,['🇧🇷'],[],104,,True,🇧🇷🇧🇷🇧🇷,True,False,False,False,False,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_only_fernanda,,,,,,,,,,,,,rule,False
